year,type,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
2014,unbekannt,0.012322012424166225,0.0016540286394505126,0.011871557958838557,0.03646239090211155,0.0059290997857714585,0.005042345262894709,0.0018039464455294602,0.019488468200633477,0.01868920889634577,0.002168505803228903,0.010235436709039472,0.02764712643106474,0.002317934358371659,0.02391981954280303,0.008310713209285555,0.08919310411519926,0.00605326323720031,0.046451707108069236,0.013564531333828183,0.002885014817436818,0.02794658249790779,0.04947570536441577,0.1473716419547706,0.010392810426685354,0.017717948555923655,0.022515840384083954,0.0075592011554297565,0.0075487110691073575,0.03080627255817685,0.021582624521495265,0.005671437323021858,0.009315965657311595,0.0045939763404319635,0.0002072211970190309,0.04684074344336058,0.015338055369738162,0.0030557131144804393,0.2027457706307845,0.022232072373925275,0.0010714908806607893
2015,Panel,0.0023404760633626872,3.0365245565748408e-05,5.2394986964367316e-05,0.0105682883197913,0.0001290092821835,5.4036707155362766e-05,6.30578207740781e-05,5.498550000061772e-05,0.009168454163389326,4.6828330715850944e-05,8.916343201096125e-05,0.13760278578753626,4.775399594666735e-05,4.662272685347046e-05,5.9818693986982175e-05,0.28154922040234426,4.1425232635819344e-05,0.0188343140596887,0.09486475277147284,0.017519077521252795,7.944816061827167e-05,0.00013209425452469998,0.09488612251373886,0.00016786216961263333,0.010032464267556258,7.541773775735197e-05,0.00010762012929157148,3.8376331924463534e-05,6.566128573357666e-05,0.005110304846855333,0.002599100943497175,0.003376773835456971,0.026579994435572737,4.6967086068771474e-05,9.326852441881701e-05,4.029330181380391e-05,2.6589570741025752e-05,0.28326448135727383,5.4445463675803866e-05,5.988274023578226e-05
2015,Poster,0.021912693546548127,0.012079779131405772,0.008328528304174035,0.022650457055899378,0.00957002897250056,0.01845128460225323,0.010406905259524724,0.0025710855557725463,0.025988986582458542,0.0007095653455883118,0.01646579452119755,0.02088525541731188,0.00444183597579345,0.016700911901069145,0.0039872630142423855,0.08321823152038589,0.0005157581350959705,0.06403489391060617,0.0046304111159964564,0.00786833697586518,0.022264676438976366,0.05608861965990069,0.20686408272713244,0.018100800107349806,0.010076065507875476,0.016853805599364113,0.011715262230481336,0.008013918324105232,0.014084394170646504,0.025945371749402573,0.0017517279025302645,0.0019214919900059429,0.0005740171137473725,0.006623879423712554,0.06135090261307331,0.0017924619628815553,0.00018799713416558215,0.15034066368337404,0.02814765748565836,0.0018841973319265108
2015,Vortrag,0.021478894892143063,0.004868913003017873,0.022983546039673706,0.018148661139394888,0.020470720663535707,0.009083235175819162,0.0016583182142913923,0.013482200456597801,0.013226738968207046,0.0016826731670796004,0.011325308850863197,0.004837168593070738,0.013959180347061702,0.0006173439733301246,0.012478340063100144,0.04655101848068087,0.004220103993489676,0.09270475123841818,0.0002237593694199488,0.01353875462665097,0.007291121544835738,0.03899504753905312,0.09379598373762656,0.01454774187248861,0.039569322866578535,0.013464146819797658,0.01967604693465132,0.010260464862287233,0.0054083631676248665,0.01533633308995337,0.007331932552713898,0.01613008532420975,0.0037267351716920617,0.007424771896659769,0.08217717469328181,0.0077565339675259625,0.028186597346826023,0.23658163809687066,0.021654789696505954,0.0031455375629707806
2015,Workshop,0.03699259101983061,0.004010094151196456,5.2138050242569566e-05,0.0001602809068496204,0.032654044735677124,0.0002686251432656481,0.05271834750068891,5.4715859812969785e-05,4.2461437362086745e-05,0.030289683927276385,0.00025455443082136035,0.1392699257374419,4.7519817910143677e-05,4.639409638149657e-05,5.952535258113572e-05,0.09752490412824029,4.1222089852710124e-05,0.0293850380085258,0.0006222381667984799,9.665095274933146e-05,7.905855941546384e-05,0.007960246568489083,0.21579109620533896,0.00016703900010594743,7.668620200777478e-05,7.504790111022733e-05,0.0001070923772141301,3.8188140467792794e-05,0.02944613854969275,0.14832539444402382,0.05355576809018213,5.802118813812698e-05,3.2102486688020395e-05,4.673676691371884e-05,0.036254490405821294,4.009570984025786e-05,2.6459179695319448e-05,0.08294136724388546,5.417847174080741e-05,0.0003338369957233385
2016,Panel,0.009654901549985238,2.3840689366784646e-05,4.113691772686393e-05,0.0024172654696297063,0.004957564860033931,0.002345060705248055,4.9508636904189085e-05,0.03237900996593663,0.034086470742474596,3.6766364485488266e-05,7.000495618738344e-05,0.04324147081847043,3.749313276331244e-05,0.005757017429319393,0.0013300433120285,0.323219528414053,3.252422579883119e-05,0.006812846038185483,0.03552542819797878,0.00171080009069869,0.025723933463665957,0.00010371126696282278,0.13535429247373984,0.007487234991604418,0.008304713456844423,0.00026351323443985506,0.001751782417746443,3.0130439961920527e-05,0.0038317337221865006,0.045622297360433405,4.5182571258376325e-05,4.577871308474849e-05,2.532885958659137e-05,3.6875305585924765e-05,7.322799064979e-05,3.163551205357503e-05,2.087629079305016e-05,0.2588486880824548,0.008623365546272268,4.7015783399542356e-05
2016,Poster,0.004307453856483039,0.010053757684661031,0.006090723558604704,0.02466645147073395,0.00933708917272235,0.014536659354414833,0.0025672510247294893,0.018683055600024725,0.0005245713030682817,0.005150227336766693,0.0178497453628967,0.012964065880866685,0.005058615303634083,0.002701898678786083,0.014929404368527502,0.08448284168905547,0.00048421580953172033,0.10051726263847781,0.005418650501682808,0.01735664957808188,0.02574758850150679,0.003563983849656341,0.25353005970179254,0.038024762597725324,0.019468506554147978,0.0007781174095645222,0.01657952063198337,0.008095212624512599,0.003995576978744103,0.027960897803121467,0.002058119651749606,0.0029851758186431755,0.008932187942553477,0.010082043240329151,0.00479892310209555,0.0006445400892038675,0.01265538408718311,0.18505455601794937,0.011771811036841344,0.005592442186945691
2016,Sektion,7.3863491446623165e-06,0.00010123778026783746,0.0005837695229145804,0.00598274234864698,0.0060898714867810375,0.0019943105946720594,1.1493137556238665e-05,1.0021848318701272e-05,0.06612051846769947,8.53509429662303e-06,0.029952075027934583,0.0016957816610335716,0.0027086533266811133,8.497620222139879e-06,0.0002589604726305495,0.03249381319708092,0.10661114503018912,0.138452648931023,0.0012668127209037579,0.00671526090866031,0.00844844262355406,0.00035481957066322374,0.09079852044885188,0.03513389403772536,0.0051820244474507695,0.0013535921701567865,0.036673981065980674,6.994603624060635e-06,0.08859950046902061,0.006436290446701255,0.007782963767127639,0.05896386318958126,5.879945108056841e-06,0.0022937317396181803,0.00026440294779693475,7.343997218049432e-06,4.8463075687762015e-06,0.2565945348398302,9.923419421377206e-06,1.0914436343116955e-05
2016,Vortrag,0.007904677995402353,0.007365650287109547,0.014166122729979155,0.015531420207916003,0.018606858454006447,0.011394280404251462,0.010223558994930113,0.015890558197131942,0.013276373360458784,0.005152484166634137,0.008363096290911502,0.006077082571882181,0.01676871713493694,0.013316594417832926,0.006495821788541767,0.039605145082150184,0.01716130512861305,0.12848081851126278,0.0008865896721800201,0.01792279736985236,0.0015153592018270887,0.05349567735991913,0.1314033547030772,0.012896089205820496,0.02950729817870582,0.03140563540325967,0.024249709654989588,0.008579328009551485,0.0038327898485572614,0.0168358186410138,0.008639947770909491,0.01325117230695932,0.0006530230342742083,0.009351217943604374,0.0005328427073260179,0.004491486425292201,0.01030673191089097,0.2527946768571214,0.010455173861851554,0.0012127142090647934
2016,Workshop,0.018344469087197997,3.297936028406517e-05,0.006684243957868468,0.009152591031820832,0.05309643943521314,0.022070183181086757,6.84864077760664e-05,5.9719148689028146e-05,4.634416602504371e-05,0.030329823189685412,0.00491274853201337,0.13140515097966918,5.186509142232519e-05,0.038192601199398206,0.006164003662253402,0.10844493175017708,4.499149097904063e-05,0.011916420850374511,8.04854401046143e-05,0.0003827177149728761,0.013547954632364776,0.06778731145039019,0.22402744437940625,0.01689998909459172,0.006331198239537992,0.0053492589897688,0.00011688504247527248,4.168011334462465e-05,0.0003485428768226497,0.05863872278144495,0.04773713159157867,6.332672050439672e-05,0.0008667246024203023,0.0008683164216402649,0.007264758781038175,4.376211332375328e-05,2.887864125347517e-05,0.10752318135363523,0.0009686985098313383,6.503798761503602e-05
2017,Panel,2.103379343815766e-05,1.5760290439010473e-05,0.0008745065113837727,0.023053096436464467,0.0058555637999757396,0.03590549606350767,0.017616319327920973,0.002635386373116036,0.04472659262867342,2.430502632550194e-05,0.042277129068788326,0.014138224262835564,0.005659993661000237,0.014279515372166957,0.04093843966765653,0.22196691287527376,2.1500688885602863e-05,0.026820938118725487,0.0020177176695269344,0.010468005229324808,4.1235500087688966e-05,0.025389487646902367,0.16666853459542944,0.01696223742094657,3.999812180991686e-05,0.007964996157485993,0.0019274804513976724,1.991823632065885e-05,0.0006032667054916319,0.011176784359341737,0.005949474198819478,0.00016629633872257367,1.6744070501994583e-05,0.02534952343565625,0.01077627145350859,0.0021974499434569026,0.0003655338329892263,0.2150089915869148,2.8258500948372454e-05,3.108057783877454e-05
2017,Poster,0.004628369055101801,0.005895404897351372,0.026684787424875702,0.015616379531286131,0.005637227452118027,0.02983273543011268,0.010029086938395045,0.004128216796319498,0.0010333978683084502,0.004496776337527628,0.007190689980697619,0.012856104717162649,0.015023330998904065,0.0039775895624857656,0.01872959992648241,0.1031693295129436,0.0001671096266503708,0.11108328462095388,0.031604218966189965,0.005140818116693443,0.012394821345850487,0.0014745883501013518,0.24730120252135418,0.044444339177108334,0.006223935045982801,0.00015731364221613028,0.004267215799181594,0.001979761200964627,0.005540579609369229,0.018512096484693444,0.02487628510434048,0.0032121023776025565,0.007639260975838548,0.0005832446378437814,0.006693465224221815,0.0029666965543139285,2.933277105973856e-05,0.18437867894154147,0.00016183845994627592,0.010238784015908386
2017,Vortrag,0.004930667241846075,0.005272299964249614,0.006796014741778934,0.021614929948959683,0.0033781312999098213,0.01665811101587792,0.003370633807371433,0.0008766263049328051,0.01359454644720566,0.0033728547359031646,0.01602445625253374,0.002070864780915391,0.010731086367081415,0.005053825926195378,0.0022356596719508254,0.06482884467487834,0.021910288788809344,0.13200522866673614,0.008809583105037797,0.038450511548568295,0.007402086536194924,0.025118692360174836,0.14645307030813925,0.0071919403287057475,0.02635180195291198,0.008582750844773545,0.02581657250299171,0.010956584457768549,0.008514693174688757,0.025858090309841125,0.032274459228404495,0.0033360115521958254,0.010673196199901603,0.01760155307738489,0.0028058080520071606,0.004676664676407694,0.0125832201487951,0.23071905198113102,0.003685128916474343,0.007413458100365245
2017,Workshop,2.2147780201639707e-05,1.659498319138107e-05,2.8634510005974837e-05,0.0040798519807879,0.06963691080846428,2.9531730445556978e-05,0.07680121887555413,3.0050257499290704e-05,0.00018805558989860838,2.5592263346836093e-05,0.03324875940707009,0.10932674796495627,2.60981508725267e-05,0.11443298122232329,0.03841997431526232,0.0754373400958671,0.00035385648641361386,0.014397787835496638,4.049970994532949e-05,5.308124605181869e-05,0.003088278777118427,0.004575770181416281,0.2933993482239905,0.026971459027334325,4.211649282042408e-05,4.1216728766619296e-05,5.881573500801666e-05,2.097314121350945e-05,0.0007373516281271148,0.03178368742464163,0.011286894236671069,3.186556237853104e-05,1.7630865979989254e-05,0.0026561690499633025,5.0972405003734575e-05,2.2020789025976702e-05,1.4531530086194605e-05,0.08854270120584022,2.9755120952029255e-05,3.2726660007241485e-05
2018,Panel,0.02135269440918867,1.6963849368993406e-05,2.9270985628269643e-05,0.0057338490782745544,0.007939378565246347,3.0188149099441967e-05,0.0012746558727219305,0.03243235101744179,0.00019326285620947954,2.6161117213593763e-05,0.0015118465493757483,0.03428837523271964,2.6678249390499216e-05,0.003405424573110268,3.341831410675986e-05,0.2707992443544286,2.3142622212224777e-05,0.012353817175488462,0.02946776049111673,5.426111325073236e-05,0.025288627270901372,0.004041103332843624,0.10900146641363714,0.006895764227882885,0.0009323627240127969,0.00021700892783617172,0.008381252291924017,0.04045382207851637,3.668233665843487e-05,0.04254440873594757,0.0003878737050935694,3.257385644888243e-05,0.000569662093634136,2.6238634284911e-05,0.00042643460508228224,0.032013968709463166,0.00019819490807617784,0.27680125303234177,0.03072510344563479,3.3454094186816876e-05
2018,Poster,0.004465058807439364,0.014124352501139865,0.008769479654097696,0.030831629648341963,0.023537005360452855,0.02670268280698933,0.0058652644909962925,0.0031196028002751963,0.011071894663121274,0.01297546688975743,0.010252257639037664,0.015198283907585144,0.0048236054401372234,0.011139705034677334,0.008686885568945866,0.07154959597362864,0.01165060752675583,0.11195069837934668,0.010847569942225813,0.005114042861786858,0.014297024315882282,0.02604744169469333,0.20600300669846974,0.02666326329887264,0.010174130086334086,0.007267649850767143,0.014055228479455895,0.00016145587006805752,0.007897462193378425,0.01523828441834112,0.0038546524742948934,0.0008920620097236593,0.007367739079393036,0.013787012242593237,0.004641049871546935,0.0003044568496802711,0.013410847968827022,0.2022847904055187,0.016298472634924097,0.0066782796604963664
2018,Vortrag,0.009384354972094965,0.005135777272939879,0.01483854138521313,0.005944977742914013,0.01705681493103678,0.017192205655961187,0.011009963081860594,0.0003263739514549977,0.007772792609323584,0.009289843791373778,0.01314630274644883,0.005226186429402368,0.013958085308156926,0.011105675314701344,0.010819933434424969,0.04596009229938184,0.022705007960466435,0.12097602804671148,0.0023408502220916105,0.023859826426099785,0.0038581463068320066,0.024086978960331018,0.0873100452067424,0.013854148961176949,0.014555999311245536,0.05756332812276642,0.01784169391191552,0.005977892763587955,0.005622714235268071,0.012554048705835803,0.015490297515238245,0.04520574255074595,0.005274442646620855,0.011853486071480613,0.002085181282444092,0.017499647164793852,0.0073147581843679465,0.274933601562358,2.985663542061469e-05,0.00903835631876927
2018,Workshop,0.0001856856135725513,1.6833763947392728e-05,0.0001245715241945716,0.01661048570225778,0.05727124201570072,0.018353474501186393,0.04091680638222926,0.05769782270404671,0.030131669676403173,2.596050355048877e-05,0.02690978551891732,0.11364880527479952,0.0017755196160482859,0.010718922639124481,0.02463114644562404,0.10043764628294023,2.2965155547558142e-05,0.024050557122453905,0.002137272271154349,0.002104942244619632,4.404415498655181e-05,0.07924524170154473,0.1436238151408909,0.016765897473727188,0.012771926018256842,0.033727176714117936,0.0005612245654186796,2.1274918109403024e-05,0.0001348023770679894,0.019107881860247523,0.015316216439492955,3.232406739704977e-05,1.7884551775225764e-05,2.6037426190631555e-05,0.004107630704495089,0.005792066013942363,1.4740620369684002e-05,0.1301166885751535,0.007735649677554207,0.0030653620409428722
