idno,filename,type,year
dh0001,_AKIR_D_lan_Canan_Vom_Finden__Filtern_und_Auswerten_der_rele.xml,Poster,2023
dh0002,102_final-LÜSCHOW_Andreas_Automatische_Extraktion_und_semantische_Mode.xml,Vortrag,2020
dh0003,103_final-KUCZERA_Andreas_Aristoteles_multimodal___Mit_ediarum_in_den_.xml,Vortrag,2019
dh0004,104_final-KLEYMANN_Rabea_Prototypen_als_Proto_Theorie____Pl_doyer_eine.xml,Vortrag,2019
dh0005,105_final-STEYER_Timo_Abstract_Enhancement__Potentiale_der_Dhd_Konfere.xml,Poster,2020
dh0006,106_final-SEEMANN_Nina_UPB_Annotate__Ein_maßgeschneidertes_Toolkit_für.xml,Poster,2019
dh0007,107_final-HADERSBECK_Maximilian_Nachlass_Ludwig_Wittgenstein__Software.xml,Workshop,2020
dh0008,108_final-HADERSBECK_Maximilian_Spielräume_bei_der_Retroperspektivisch.xml,Vortrag,2020
dh0009,108_final-HODEL_Tobias_Automatic_Text_and_Feature_Recognition__Mit_REA.xml,Workshop,2019
dh0010,109_final-WEHRHEIM_Lino_Von_Wirtschaftsweisen_und_Topic_Models__50_Jah.xml,Vortrag,2019
dh0011,109_final-WÜBBENA_Thorsten_Intermediation_der_Forschungsinfrastruktur.xml,Poster,2020
dh0012,110_final-NICKA_Isabella_Erzählerische_Spielräume__Medienübergreifende.xml,Vortrag,2020
dh0013,111_final-DOGUNKE_Swantje_Partizipatives_Design_in_Digital_Humanities_.xml,Vortrag,2020
dh0014,111_final-STEYER_Timo_Barcamp__Digitales_Publizieren_zwischen_Experime.xml,Workshop,2019
dh0015,112_final-GEIERHOS_Michaela_Potentielle_Privatsphäreverletzungen_aufde.xml,Vortrag,2019
dh0016,113_final-MANDL_Thomas_Herausforderungen_für_die_Klassifikation_histor.xml,Poster,2019
dh0017,113_final-WEIMER_Lukas_Stilometrische_Untersuchung_von_Figurenreden_in.xml,Poster,2020
dh0018,114_final-MEYER_SICKENDIEK_Burkhard_Requirements_on_the_Punctuation_Re.xml,Poster,2020
dh0019,115_final-CALVO_TELLO_Jose_Gattungserkennung_über_500_Jahre.xml,Poster,2019
dh0020,115_final-SCHOLZ_Martin_Aufbau_und_Erfahrungen_aus_dem_Digital_Humanit.xml,Poster,2020
dh0021,116_final-KREMER_Gerhard_Maschinelles_Lernen_lernen__Ein_CRETA_Hackato.xml,Workshop,2020
dh0022,116_final-WUTTKE_Ulrike_Die_PARTHENOS_Training_Suite.xml,Poster,2019
dh0023,117_final-HODEL_Tobias_Best_practices_zur_Erkennung_alter_Drucke_und_H.xml,Vortrag,2020
dh0024,118_final-HOWANITZ_Gernot_Deep_Learning_f_r_visuelle_Medien__Annotatio.xml,Workshop,2020
dh0025,119_final-ROEDER_Torsten_Game_On_.xml,Vortrag,2020
dh0026,119_final-SCHASSAN_Torsten_Erneuerung_der_Digitalen_Editionen_an_der_H.xml,Poster,2019
dh0027,120_final-REUL_Christian_State_of_the_Art_Optical_Character_Recognitio.xml,Vortrag,2019
dh0028,121_final-KOHLE_Hubertus_Museum_Analytics__Ein_Online_Tool_zur_verglei.xml,Poster,2019
dh0029,121_final-LANDES_Lisa_Geschichte_aus_erster_Hand___Der_Aufbau_eines_na.xml,Vortrag,2020
dh0030,122_final-FRANKEN_Lina_Anwendungen_von_DH_Methoden_in_der_Erschließung.xml,Vortrag,2020
dh0031,122_final-MEYER_Nils_Sachthematische_Zugänge_im_Archivportal_D_am_Beis.xml,Poster,2019
dh0032,125_final-WEHNER_Maximilian_OCR4all___Eine_semi_automatische_Open_Sour.xml,Workshop,2020
dh0033,126_final-RÖSSEL_Julia_Auf_alles_gefasst__Metadaten_im_Virtuellen_Kupf.xml,Poster,2019
dh0034,127_final-ALBRECHT_Jens_CASOTEX___Ein_Projekt__das_sozialwissenschaftl.xml,Poster,2020
dh0035,127_final-REUL_Christian_Korrektur_von_fehlerhaften_OCR_Ergebnissen_du.xml,Poster,2019
dh0036,128_final-FREYBERG_Linda_Ikonizität_als_Erkenntnismittel___Vollständig.xml,Vortrag,2020
dh0037,129_final-HEINIG_Julia_Spielräume_des_digitalen_Publizierens_nutzen__D.xml,Poster,2020
dh0038,130_final-HALL_Mark_DH_is_the_Study_of_dead_Dudes.xml,Vortrag,2019
dh0039,130_final-KRÖBER_Cindy_BILDREPOSITORIEN_UND_FORSCHUNG_MIT_DIGITALEN_BI.xml,Vortrag,2020
dh0040,131_final-HOWANITZ_Gernot_Den_Menschen_als_Zeichen_lesen__Quantitative.xml,Vortrag,2019
dh0041,132_final-SCHMIDT_Thomas_Qualitätsstandards_und_Interdisziplinarität_i.xml,Workshop,2019
dh0042,133_final-SCHMIDT_Thomas_Eine_Basis_Architektur_für_den_Zugriff_auf_mu.xml,Poster,2019
dh0043,134_final-BRUNNER_Annelen_Das_Redewiedergabe_Korpus.xml,Vortrag,2019
dh0044,134_final-SCHMIDT_David_Integrating_user_specified_Knowledge_for_semi_.xml,Vortrag,2020
dh0045,135_final-ECKL_Markus_Der_Event_Crawl_als_Ansatz_f_r_den_Aufbau_von_We.xml,Poster,2020
dh0046,135_final-GEELHAAR_Tim_Das_Latin_Text_Archive__LTA____Digitale_Histori.xml,Poster,2019
dh0047,136_final-PAGEL_Janis_Vom_Ph_nomen_zur_Analyse___ein_CRETA_Workshop_zu.xml,Workshop,2020
dh0048,137_final-KRAFT_Anneli_Das_gute_Glas___Glasgestaltung_im_Zeitalter_der.xml,Poster,2020
dh0049,137_final-ZIMMER_Sebastian_Das_Niklas_Luhmann_Archiv___Ein_multimedial.xml,Poster,2019
dh0050,138_final-DONIG_Simon_Vom_Bild_zum_Text_und_wieder_zurück.xml,Vortrag,2019
dh0051,139_final-TU_Ngoc_Duyen_Tanja_Automatic_recognition_of_direct_speech_w.xml,Vortrag,2019
dh0052,139_final-WEICHSELBAUMER_Nikolaus_The_rapid_rise_of_Fraktur.xml,Vortrag,2020
dh0053,140_final-BERNHART_Toni__As_a_Hobby_at_First_.xml,Vortrag,2020
dh0054,141_final-FISCHER_Frank_Besuch_im__Marstheater____Eine_Netzwerkmodelli.xml,Poster,2020
dh0055,142_final-HORSTMANN_Jan_Texte_digital_annotieren_und_analysieren_mit_C.xml,Workshop,2019
dh0056,142_final-IHDEN_Sarah_Varianz__Ambiguität__Unsicherheit__Methodische_S.xml,Vortrag,2020
dh0057,143_final-HOENEN_Armin_Rooting_through_Direction___New_and_Old_Approac.xml,Poster,2019
dh0058,143_final-HORSTMANN_Jan_Interpretationsspielräume__Undogmatisches_Anno.xml,Vortrag,2020
dh0059,144_final-SCHNEIDER_Stefanie_über_die_Ungleichheit_im_Gleichen__Erkenn.xml,Vortrag,2019
dh0060,145_final-RITTERSHAUS_David_Tanz_annotieren_Zur_Entstehung_den_Mögl.xml,Vortrag,2019
dh0061,146_final-KUROCZYNSKI_Piotr_Historic_Building_Information_Modeling__hB.xml,Vortrag,2019
dh0062,146_final-ROLLER_Ramona_Welche_Beziehungen_steuern_das_Briefkorrespond.xml,Vortrag,2020
dh0063,147_final-KLAUS_Carsten_OCR_Nachkorrektur_des_Royal_Society_Corpus.xml,Poster,2019
dh0064,147_final-REITER_Nils_Intertextualität_in_literarischen_Texten_und_dar.xml,Panel,2020
dh0065,148_final-DU_Keli_Der_Spielraum_zwischen__zu_wenig__und__zu_viel_.xml,Vortrag,2020
dh0066,149_final-GÖRZ_Günther_A_Linked_Open_Data_Platform_for_Historical_Geog.xml,Poster,2020
dh0067,149_final-KRUG_Markus_Detecting_Character_References_in_Literary_Novel.xml,Vortrag,2019
dh0068,150_final-FISCHER_Frank_Programmable_Corpora___Die_digitale_Literaturw.xml,Vortrag,2019
dh0069,150_final-WUTTKE_Ulrike_Wege_bereiten__vermitteln_und_Denkräume_schaff.xml,Vortrag,2020
dh0070,150223_Workshop_I_Kollatz-Frosch_oder_Prinz_TUSTEP_als_Werkzeug_der_digitalen_Geisteswissenschaften_– ein_Workshop_der_In_a.txt,Workshop,2015
dh0071,"150223_Workshop_II_Bolz-Wissenschaftliches_Bloggen,_Wissenschaftsblogs_und_bloggende_Wissenschaftler-1261164_a.txt",Workshop,2015
dh0072,150223_Workshop_V_Stede-Computerlinguistische_Methoden_der_Inhaltsanalyse-1171159_a.txt,Workshop,2015
dh0073,150224_Workshop_III_Meister-Elemente_einer_Roadmap_für_das_Forschungsfeld_Computational_Narratology-481097_a.txt,Workshop,2015
dh0074,150224_Workshop_IV_Dumont-ediarum_–_Eine_digitale_Arbeitsumgebung_für_Editionsvorhaben-1821070_a.txt,Workshop,2015
dh0075,150224_Workshop_VI_Mühlberger-Automatisierte_Erkennung_handschriftlicher_Dokumente-141049_a.txt,Workshop,2015
dh0076,150224_Workshop_VII_Sievers-Es_geht_auch_ohne_Formeln_–_Der_Einsatz_von_TeX-1661098_a.txt,Workshop,2015
dh0077,150224_Workshop_VIII_Beer-Einführung_in_die_Nutzung_der_Edirom_Tools_im_Kontext_digitaler_Musikeditionen-1711192_a.txt,Workshop,2015
dh0078,150225_Kunstgeschichte_I_2_Howanitz-Distant_Watching-381084.txt,Vortrag,2015
dh0079,150225_Kunstgeschichte_I_3_von_Pippich-Farbe_und_Ma·_Die_Fibonacci-Zahlen_in_der_Kunstgeschichte-1721060.txt,Vortrag,2015
dh0080,150225_Kunstgeschichte_I_Kassung-Making_Things_Chatter_Historische_Debatten_und_ihre_Objekte-1181165.txt,Vortrag,2015
dh0081,"150225_Kunstgeschichte_II_1_Heftberger-Filmbild,_Filmschnitt,_Filmstil_–_die_Quantifizierung-931114.txt",Vortrag,2015
dh0082,150225_Kunstgeschichte_II_2_Lengyel-Die_Bedeutung_architektonischer_Gestaltung_in_der_visuellen_Vermittlung_wissenschaftlicher_Unschärfe_.txt,Vortrag,2015
dh0083,150225_Musikologie_1_Kepper-„Befund“_und_„Deutung“_in_Beethovens_Schreibprozessen-751119.txt,Vortrag,2015
dh0084,150225_Musikologie_2_Komprecht-Modellierung_von_Annotationen_in_der_digitalen_Musik--1321134.txt,Vortrag,2015
dh0085,150225_Musikoloige_3_Roeder-Repräsentationen_von_Migration_in_musikwissenschaftlichen_Datenbanken-81037.txt,Vortrag,2015
dh0086,150225_Philologie_I_1_Leonhardt-WissensSpielRäume_–_Digital_Humanities_in_der_Theaterforschung-1751188.txt,Vortrag,2015
dh0087,150225_Philologie_I_2_Trilcke-Digitale_Netzwerkanalyse_dramatischer_Texte-251040.txt,Vortrag,2015
dh0088,150225_Philologie_I_3_Schöch-Comedia_-_Comedie-701008.txt,Vortrag,2015
dh0089,150225_Philologie_II_1_Jannidis-Automatische_Erkennung_von_Figuren_in_deutschsprachigen_Romanen-271069.txt,Vortrag,2015
dh0090,150225_Philologie_II_2_Gius-Die_explorative_Visualisierung_von_Texten_Von_den_Herausforderungen_der_Darstellung_geisteswissenschaftli.txt,Vortrag,2015
dh0091,150225_Philologie_II_3_Zirker-Theorie_und_Praxis_der_erklärenden_Annotation_im_Kontext_der_Digital_Humanities-131044.txt,Vortrag,2015
dh0092,150225_Philologie_III_1_Mei·ner-Das_Zusammenspiel_automatisierter_und_interpretativer_Verfahren_bei_der_Aufbereitung_und_Auswertung_.txt,Vortrag,2015
dh0093,150225_Philologie_III_2_Geierhos-Erfahrungsberichte_aus_zweiter_Hand-241064.txt,Vortrag,2015
dh0094,150225_Philologie_III_3_de_Kok-WebLicht-1151162.txt,Vortrag,2015
dh0095,150225_Philologie_IV_1_Geyken-Zeitliche_Verlaufskurven_in_den_DTA-_und_DWDS-Korpora-1191161.txt,Vortrag,2015
dh0096,150225_Philologie_IV_2_Heckmann-Citation_Segmentation_from_Sparse_&_Noisy_Data-1551175.txt,Vortrag,2015
dh0097,150225_Philologie_IV_3_Krieg-Holz-Parameter_zur_Klassifizierung_stilistischer_Varianz_bei_E-Mails-1531184.txt,Vortrag,2015
dh0098,150225_Theorie_I_1_He·brüggen-Walter-Warum_sollen_wir_unseren_Daten_trauen_Soziale_Erkenntnistheorie-591104.txt,Vortrag,2015
dh0099,"150225_Theorie_I_2_Bögel-Gleiche_Textdaten,_unterschiedliche_Erkenntnisziele_Zum_Potential_vermeintlich_widersprüchlicher_Z.txt",Vortrag,2015
dh0100,150225_Theorie_I_3_Kelih-Status_und_Probleme_der_Literaturwissenschaften_im_Rahmen_der_Digitial_Humanities-721112.txt,Vortrag,2015
dh0101,150225_Theorie_II_1_Fechner-Wissenschaftsgeschichte_und_digitale_Methoden_Eine_datengestÅtzte_Untersuchung_zu_wissenschaftlichen_.txt,Vortrag,2015
dh0102,150225_Theorie_II_2_Odebrecht-Interdisziplinäre_Nutzung_von_Forschungsdaten_mithilfe_einer_technisch-abstrakten_Modellierung-63110.txt,Vortrag,2015
dh0103,150225_Theorie_II_3_Hinrichs-Digitale_Geisteswissenschaften_und_Informatik_–_Modelle_der_Zusammenarbeit-781124.txt,Vortrag,2015
dh0104,150226_Geschichte_I_1_Wintergrün-Herausforderung_Big_Data_in_der_historischen_Forschung-651110.txt,Vortrag,2015
dh0105,150226_Geschichte_I_2_HAUSAR-Gespielte_Geschichte-21025.txt,Vortrag,2015
dh0106,150226_Geschichte_I_3_Bennett-über_mehrsprachige_Metadaten_zu_den_versteckten_Quellen-151050.txt,Vortrag,2015
dh0107,150226_Geschichte_II_1_Busch-Quanticod_revisited_Neue_Ansätze_zur_quantitativen_Analyse_mittelalterlicher_Handschriftenbestände-13611.txt,Vortrag,2015
dh0108,150226_Geschichte_II_2_Windhager-Zur_visuellen_Analyse_und_Synthese_historischer_Daten-1701065.txt,Vortrag,2015
dh0109,150226_Geschichte_II_3_Reisinger-Vom_Repositorium_zum_virtuellen_Museum-1071149.txt,Vortrag,2015
dh0110,150226_Panel_I_Thaller-Digital_Humanities_als_Beruf_–_Fortschritte_auf_dem_Weg_zu_einem_Curriculum-851018.txt,Panel,2015
dh0111,150226_Panel_III_Sahle-Panel_der_AG_Datenzentren_im_Verband_DHd-1131158.txt,Panel,2015
dh0112,150226_Panel_IV_Scheuermann-Zur_Integration_computerbasierter_raum-zeitlicher_Visualisierungen-691039.txt,Panel,2015
dh0113,150226_Philologie_V_1_Hanrahan-‘Over-tagging’_with_XML_in_Digital_Scholarly_Editions-1441142.txt,Vortrag,2015
dh0114,150226_Philologie_V_2_Müller-Erkennung_und_Visualisierung_attribuierter_Phrasen-1231132.txt,Vortrag,2015
dh0115,150226_Philologie_V_3_Dimpel-Ausgezeichnete_Mären_analysieren_–_ein_Werkstattbericht-181056.txt,Vortrag,2015
dh0116,150226_Philologie_VI_1_Dumont-correspSearch_Ein_zentraler_Service_zum_Vernetzen_von_Briefeditionen-1101070.txt,Vortrag,2015
dh0117,150226_Philologie_VI_2_Bleier-Topic_Modelling_des_Letters_of_1916_Briefkorpus-831122.txt,Vortrag,2015
dh0118,150226_Philologie_VI_3_Resch-Von_A_wie_Abraham_a_Sancta_Clara_bis_U_wie_Unbekannter_Verfasser-991067.txt,Vortrag,2015
dh0119,150226_Philologie_VII_1_Hadersbeck-Wittgensteins_Nachlass-441032.txt,Vortrag,2015
dh0120,150226_Philologie_VII_2_Kastberger-InformationKommentarInterpretation-31027.txt,Vortrag,2015
dh0121,150226_Philologie_VII_3_Thomas-Hidden_Kosmos_–_Humboldts_‚Kosmos-Vorträge‘-1681182.txt,Vortrag,2015
dh0122,150226_Philologie_VIII_1_Wandl-Vogt-Transformation_Perspektiven_am_Beispiel_eines_lexikographischen_Jahrhundertprojekts-841120.txt,Vortrag,2015
dh0123,150226_Philologie_VIII_2_Declerck-Für_eine_pan-europaische_Lexikologie_und_Lexikographie_mittels_des_Linked_Open_Data_Frameworks-140118.txt,Vortrag,2015
dh0124,150226_Philologie_VIII_3_Pirker-Integrierte_Lexikographische_Dienste_zur_Unterstützung_der_digitalen_Geisteswissenschaften-1601118.txt,Vortrag,2015
dh0125,150226_Theorie_III_1_Wettlaufer-Neue_Erkenntnisse_durch_digitalisierte_Geschichtswissenschaften-1421176.txt,Vortrag,2015
dh0126,150226_Theorie_III_2_Pîlitz-Big_Data_und_Data_Mining_in_den_Digital_Humanities-1061125.txt,Vortrag,2015
dh0127,150226_Theorie_III_3_van_Bree-Exploring_the_reuse_of_data_in_the_humanities_by_means_of_asynchronous_collaboration_and_authorship.txt,Vortrag,2015
dh0128,150226_Theorie_IV_1_Focht-Die_getriebenen_Geisteswissenschaften_–_oder-1781190.txt,Vortrag,2015
dh0129,150226_Theorie_IV_2_Görz-Digital_Humanities_aus_der_Sicht_der_Informatik-1791196.txt,Vortrag,2015
dh0130,150226_Theorie_IV_3_Meise-Bildungspotenziale_digitaler_Musik-Editionen_zwischen_Demokratisierung-1611187.txt,Vortrag,2015
dh0131,150227_EmpirischeAnsätze_1_Engelmann-Meinungen_in_Twitterdiskursen_Potenziale_der_automatisierten_Inhaltsanalyse_aus_der_Computerlinguist.txt,Vortrag,2015
dh0132,150227_EmpirischeAnsatze_2_Stu·-Identifikation_kognitiver_Effekte_in_Online-Bewertungen-801064.txt,Vortrag,2015
dh0133,150227_EmpirischeAnsätze_3_Elwert-Beziehung_und_Bedeutung_Soziale_und_semantische_Netzwerkanalyse_religionshistorischer_Korpora-1311163.txt,Vortrag,2015
dh0134,150227_Philologie_IX_1_Ivanovic-Digitale_Korpusanalyse_in_der_Literaturwissenschaft_am_Beispiel_von_Ilse_Aichinger-1761194.txt,Vortrag,2015
dh0135,150227_Philologie_IX_2_Burr-Das_Duisburg-Leipzig_Korpus_romanischer_Zeitungssprachen-1771016.txt,Vortrag,2015
dh0136,150227_Philologie_IX_3_Weiß-Welt_der_Kinder_–_Bearbeitung_großer_digitaler_Korpora-1431168.txt,Vortrag,2015
dh0137,150227_Philologie_X_1_Roeder-Mapping_the_Words_Übersetzungsstrukturen_zwischen_Altgriechisch-281037.txt,Vortrag,2015
dh0138,150227_Philologie_X_2_Hoenen-Das_artifizielle_Manuskriptkorpus_TASCFE-191051.txt,Vortrag,2015
dh0139,150227_Philologie_XI_1_Dunst-Digitale_Analyse_Graphischer_Literatur-1281047.txt,Vortrag,2015
dh0140,150227_Philologie_XI_2_Fischer-Wann_findet_die_deutsche_Literatur_statt_–_Zur_Untersuchung_von_Zeitausdrücken-231040.txt,Vortrag,2015
dh0141,150227_Philologie_XI_3_Friedl-Erzählen_im_Computerspiel-671086.txt,Vortrag,2015
dh0142,151_final-WILLAND_Marcus_Ein_neues_Format_für_die_Digital_Humanities__.xml,Vortrag,2019
dh0143,153_final-MEISSNER_Cordula_Das_GeSIG_Inventar_Eine_Ressource_für_die_.xml,Vortrag,2019
dh0144,153_final-WIEDMER_Nathalie_Romeo__Freund_des_Mercutio__Semi_Automatisc.xml,Vortrag,2020
dh0145,154_final-HELLING_Patrick_Geisteswissenschaftliches_Forschungsdatenman.xml,Poster,2020
dh0146,154_final-RISSLER_PIPKA_Nanette_Zeitungen_und_Zeitschriften_als_multim.xml,Panel,2019
dh0147,155_final-TOSCHKA_Patrick_Semantisch_angereicherte_Präsentationsschich.xml,Poster,2019
dh0148,156_final-HORSTMANN_Jan_Routinen__Ressourcen_und_Tools_der_digitalen_T.xml,Poster,2020
dh0149,156_final-MEYER_SICKENDIEK_Burkhard_Deep_Learning_als_Herausforderung_.xml,Panel,2019
dh0150,157_final-HALL_Mark_Die_Kanonfrage_2_0.xml,Vortrag,2020
dh0151,158_final-BÜRGERMEISTER_Martina_Becoming_Urban__Ein_Spiel_mit_Räumen.xml,Poster,2020
dh0152,159_final-LAUBROCK_Jochen_Grundzüge_einer_visuellen_Stilometrie.xml,Vortrag,2019
dh0153,160_final-PATTEE_Aaron_Pfälzische_Burgen_und_ihre_Umgebung_im_Mittelal.xml,Poster,2019
dh0154,160_final-WICK_Christoph_OMMR4all___ein_semiautomatischer_Online_Edito.xml,Vortrag,2020
dh0155,161_final-KECK_Jana_What_s_in_the_news___Erfolgs__Rezepte_für_das_wiss.xml,Panel,2020
dh0156,161_final-PRAGER_Christian_Jadescheibe_oder_Kreis___Reflexion__ber_man.xml,Vortrag,2019
dh0157,162_final-JEGAN_Robin_Anforderungen_an_das_Forschungsdatenmanagement_a.xml,Poster,2020
dh0158,162_final-MESSEMER_Heike_Wissenschaftliche_Rezeption_digitaler_3D_Reko.xml,Vortrag,2019
dh0159,163_final-BAILLOT_Anne_Automatische_Übersetzung_als_Bestandteil_eines_.xml,Poster,2019
dh0160,163_final-HORSTMANN_Jan_Annotieren__Analysieren__Visualisieren___Einf_.xml,Workshop,2020
dh0161,164_final-SAHLE_Patrick_Wie_wir_lesen_könnten__Streamreader_sub_PS__su.xml,Vortrag,2020
dh0162,165_final-DEWITZ_Leyla_Usability_Testing_für_Softwarewerkzeuge_in_den_.xml,Workshop,2019
dh0163,165_final-SCHMIDT_Thomas_BeyondTheNotes__Ein_Tool_zur_quantitativen_An.xml,Poster,2020
dh0164,166_final-HOMBURG_Timo_____Linked_Ogham_Stones___Semantische_Modellier.xml,Poster,2020
dh0165,167_final-GIUS_Evelyn_Korpusbereinigung_für_größere_Textmengen.xml,Poster,2020
dh0166,168_final-GIUS_Evelyn_Computationelle_Textanalyse_als_fünfdimensionale.xml,Vortrag,2020
dh0167,169_final-HESSBRÜGGEN_WALTER_Stefan_Positivismus_der_geistigen_Gegenst.xml,Vortrag,2020
dh0168,169_final-PRELL_Martin_Ein_Editionsportal_nicht_nur_für_Th_ringen.xml,Poster,2019
dh0169,170_final-CAPELLE_Irmlind_Theatre_Tool__Erschließung__Verknüpfung_und_.xml,Vortrag,2020
dh0170,171_final-VEIT_Joachim_Würgegriff_oder_Rettungsanker____Interpretation.xml,Vortrag,2020
dh0171,173_final-WILLAND_Marcus_Passive_Präsenz_tragischer_Hauptfiguren_im_Dr.xml,Vortrag,2020
